text	label
bitch we are the realest boyz.	NG
RT @USER: I'm missing a few things I really need in my life: iPhone 6 iOS 8 ps4 some bitches and a new car.	NG
Have you heard ‘guala shit Featuring: chase-da-doe,r.o.m.e.,and the boy big’ by Joseph Chase Rinche on #SoundCloud? {{URL}}	NG
"""Shake that Bear ... aka two rednecks having sex on a dead bear"""	NG
@USER you so fucking nasty. You got held to the wrong pussy. I'm telling , you bet not ever kiss me again!! I'm breaking up w| u!	NG
RT @USER: No respect for a bitch  She gonna top me regardless @USER	NG
They some bitch ass niggas	NG
All you pussies is losers, all my niggas is winnin	NG
@USER Hes behind the plate for the game tonight here in AZ. Im looking to buy a red&yellow Balkamania shirt I can tear off there.	OK
"""@USER: I'll break that lil bitch neck and won't even feel sorry about it"" Savage"	NG
errybody in dis bitch getting tips (whispers) errybody in dis bitch getting tipsy	NG
“@USER: I don't take people niggas bitches don't play about they niggas , specially they baby daddies 😭😂😂😂”No BS	NG
@USER that's white woman pussy	NG
RT @USER: Denzy a hoe 😂😂😂	NG
That ass so perfect we can't help it RT @USER: y'all diss hoes but praise nicki minaj everyday. I don't understand niggas man	NG
"@USER @USER LOL that Caitlyn.. ""Can't carry 3 retards"""	NG
@USER @USER well looks like I'll be buying you two a big bitch box of Busch NA 💁	NG
Well I wish I could shoot the shit wit u bitches but daddy gotta get dis money .one	NG
Butters get all the hoes	NG
RT @USER: @USER not all of us my nig! I'm light skin with a dark skin mentality lol. We all black	NG
RT @USER These bitches @USER @ Fine Fare Supermarket {{URL}}	NG
I still can't understand why we don't dump our trash in the ocean. it's pretty big and it'd surely be cheaper than launching it into space.	OK
RT @USER: these bitches love wyandanch niggas i tell you , i always see yall o.t bitches out here wit them . but keep frontin for t…	NG
Tellin me im disrespectful but i aint the one callin everybody a bitch for free	NG
I have never actually seen a yellow duck.	OK
I used to picture him coming up the wadi to FOB Sharana with a barrel of brandy for me @USER	OK
"RT @USER: Bitches tweeting ""last night >>"" like they did something special except be hoes"	NG
These fat hoes think they slick posting neck up pics and shit	NG
And just like me that bitch loaded.	NG
@USER pussy ass schedule	NG
Calling out teabaggers, conservatives on their BS: {{URL}} via @USER	OK
RT @USER: When your trying to resist the urge to smack a bitch {{URL}}	NG
RT @USER: You MINE meaning respect the fact that I don't want you talking/chilling, or anything with a bitch that use to like you…	NG
RT @USER: “@USER: How black bitches drive when they fav song come on pt 1. 😂😂😂😂😂 #GoLilStacy 😂😂 😂😂😂😂 {{URL}}”	NG
You're standing on a slippery slope where it's all too easy to... More for Libra {{URL}}	OK
RT @USER: Twitter hoes just different, bitches want to text or DM all day. Hoe I'm trying to fuck something...	NG
RT @USER: These hoes be acting up.. & you know what, Imma let em..	NG
@USER some weird local ghetto school haha	OK
Give a hipster bitch a yellow stick now she suckin dick in the hood and shit -Othot	NG
Dudes a faggot Pahahaha	NG
@USER what about yellow spots?	OK
"@USER I always want to speak to ppl I converse with on twitter but they always look at me like ""bitch, Idk you in REAL life.."" smh"	NG
The way I fuck her, you would think I love this bitch	NG
@USER Overpriced complete trash. Not even debatable.	OK
@USER @USER suck a dick hoe	NG
U Lil stupid ass bitch I aint fucking wit youuuu‼🎧	NG
"""@USER: One of us is on drugs, and its me but you're still wrong 😂 @USER"" hahahahahahah im a bitch sometimes (:"	NG
RT @USER: @USER @USER he plays for the Yankees right?	OK
ctfuu bitch tried getting tough with me then ran inside to get her husband hahaha	NG
@USER dude tell me why that's so true my mom has this friends from Texas trying to hype redskin football and shit	NG
well i want to be Victoria's Secret dyke angel👼💕	NG
i thought garbage men were supposed to bring trash to the dump but they wouldn't take me ha ha ha. self depreciation ftw.	OK
I thought I love this bitch to the core	NG
@USER @USER ? Are you a race traitor or just a dumbass?	NG
U still fuck with your old bitch? — Disrespectful like shit {{URL}}	NG
RT @USER: Chris Brown reached maximum level of Icy with this hoe. {{URL}}	NG
im gonna hold this bitch to his word	NG
"""@USER: Hell yeah bro! {{URL}}"" fuck yeah sexy scally lad in hot gear"	NG
Hope y'all kno wen u eat pussy u one inch away from death.	NG
RT @USER: If I did smoke I would not be smokin hoes out... Less they gettin fucked on	NG
@USER pussy shit ^	NG
Except I used to be super tan and now I'm yellow/pale lol...	OK
I'm back bitches 3d back in effect it's on tonite {{URL}}	NG
Fucc yo face card nicca #UMightNotGetIn #BeerandTacOS #WeTheLastOnesLeft #MilkTheCity #RespectTheCulture {{URL}}	NG
If the @USER get Dempster, they just look like they're getting older. #smh Bring some youth!!! #mlb	OK
@USER that was for other bitches lol you cute tho wassup GIMMI YO NUMBA🔫 IMMA NATURAL TOO LMFAOO	NG
Hit me with plans mah nigs	NG
@USER @USER i don't think he can beat Mayweather but he's far from trash. Unlike Floyd he actually put Maidana down.	OK
I'm so high high high that a bitch can't blow my high	NG
RT @USER: stay shutting these hoes down..	NG
RT @USER: “@USER: These hoes are loyal” plot twist	NG
RT @USER: A bitch is wearing a scarf today! I loves me a scarf.	NG
RT @USER: How many hoes do I have ? 　 Z 　　 E 　　　 R 　　　　 O 　　　　　o 　　　　　 o 　　　　　o 　　　　 。 　　　 。 　　　. 　　　.	NG
RT @USER: How you fuck for cash but you not a hoe?	NG
RT @USER: I fucked your bitch , 😋😏 how you feel?	NG
“@USER: #ImAddictedTo girls w fat pussy slim waist fat ass n innocent smiles” truuuuuu	NG
All I want is cheesy bread and brownies 😋	OK
Shut yo mesquito lookin ass up poped bitch	NG
“@USER: Lol bitch funny, i was over you from the min i tossed your ass to the curb😷” 🙌😭	NG
Seeing another baseball team just makes me wanna book my @USER trip right now.	OK
@USER lol my bro said it about a bitch but it can be about u	NG
RT @USER: Stephen A. Smith Responds To People Calling Him An Uncle Tom/Sell-Out!💯 {{URL}}	OK
@USER bishhhhhh waasup where this bitch up	NG
@USER I didn't tag you negro lol	NG
@USER grow a pair pussy	NG
RT @USER: Charlie Sheen is a fucking boss {{URL}}	NG
RT @USER: Money is the baddest bitch I know	NG
"RT @USER: When bae sings ""it ain't nothin to cut that bitch off"" with too much enthusiasm {{URL}}"	NG
So now he wanna LIE !? 😂😭 he's a fuccing joke ✋😴 ajay gotta whole bitch but oml trynna argue wit me & shit like FIR WHAT BOI !?	NG
@USER you know. pens for school? to cut all them bitches	NG
"@USER @USER @USER lmfaooo how many ""returns"" has this faggot gotten?"	NG
Crystal got all the hoes.	NG
RT @USER: Give me conversation..they think u giving em pussy 😭😂😭😂😭😂 ahhhhh YOU TRIED IT. {{URL}}	NG
"RT @USER: #bowebergdahl There hasn't been a trade this lopsided since Babe Ruth was traded to the Yankees for ""No No Nanette"" cash."	OK
Hate when my hoes get out here an start actin single smh. #DezHoesAintLoyal @USER @USER	NG
If you one of my hoes .... make yourself known	NG
"""@USER: Yall bitches wit no edges be doing the most talking 😩😴✋""😂😂😂"	NG
of course @USER killed it!! Me and my sis @USER rocked that bitch hard!! Sadity Committee!!	NG
Ain't nothing that good head or pussy that curl yah toes up😂😩	NG
Life comes at you fast RT @USER: Guys today I found out that I'm a side hoe 😕😑😒	NG
Left my last bitch along ain't no need for stressing 😴	NG
@USER @USER you gay, Gabrielle bad as fuck. Even though the other bitch bad you can't cheat on a dime..foh lol	NG
RT @USER: An #Ohio inmate sums up what #LeBronJames' return means for #Cleveland: {{URL}} {{URL}} #Leb…	OK
@USER 5 of us decided to drink Everclear and go to a Yankees game.. Only two made it to their seat	OK
When bitches know they feeling stupid, they keep there sentences short.	NG
RT @USER: She's hurt. The nigga she crushing on fucking a bottle girl so they all have to be hoes.	NG
Celebratin while you hatin bitch.	NG
Don't no nigga want an artificial bitch ... Let me repeat that.... Not one !!!	NG
I hear the same thing day in and day out.... its for the birds.	OK
"RT @USER: You know my motto ""It Ain't Tricking If She's Worth It"" but fuck first, trick later depending on the potency of the pussy."	NG
All I ever want is for someone to love me as deeply and devotedly as Charlie Kelly loves the waitress.	OK
My bitch was so loaded last night 😂😂😂🔥💨👏👏🍻🍻🍻🍻🍻🍻🍻🎼🎼🎼🎉🎉🎈🎁🌴☀ @USER	NG
@USER niggah lol i had 6 beers before i went to the bar then had 4 beers at the bar then got a 12pck on the way home lool	NG
RT @USER: When bae fights your side hoe & wins {{URL}}	NG
So much white trash at this demo derby 😂👏 🇺🇸	NG
Its nt that i hate that bitch i just hate the shot he do	NG
bitches love good morning posts	NG
RT @USER: Started off with a OZ End up riding fo' deep Pull up to that club like muthaufckin ho you don't know me🎶	NG
RT @USER: Ugliest bitches I've ever seen 😂 {{URL}}	NG
RT @USER: I don't understand how bitches find the time to worry about what another bitch is doing	NG
@USER why you crying then baby back bitch?	NG
RT @USER: Only retards and dads roll Lawful Good.	OK
hoes pick me like dandelions #PickMe	NG
I would probably still feel bad if you weren't such a bitch about it...	NG
RT @USER: That outside dick keep dem hoes sick...	NG
RT @USER: If a Nigga try to slide in my bitch DMs.. {{URL}}	NG
Confident in one way, pussy in another. So strange	NG
RT @USER: ATTENTION! Leggings ain't for everybody. Especially you hippo looking hoes!	NG
I keep seeing hoes call other hoes..hoes I be confused	NG
RT @USER: “@USER: @USER you already know they go to fed for me ah bitch be ready to walk out the door 😂😂✌️”😂…	NG
RT @USER: Mets superstar pitcher @USER is at the Yankees game wearing a Knicks hat #KnicksTape {{URL}}	OK
Niggas be bitches hoes be bitches ion see no difference	NG
Cheer up Charlie.	OK
These hoe ass niccas talkn shyt about a nicca make a nicca wanna go and snatch the bitch up outta nicca	NG
@USER trash what? {{URL}}	OK
I would love to give this bitch some act right juice lol	NG
RT @USER: @USER @USER Congratulations for reinforcing the stereotype for insecure, uneducated, uncivilized, ba…	OK
Control yo hoes..	NG
Bitches on me bout da lil flexin shit on snapchat 💰💰💰💰💰😂 bitch please	NG
Some ho hitting on my wife lol	NG
Fuccn yo bitch and its wet like a pool💦	NG
What makes you lose your temper? — dumb ass bitches who talk shit but won't walk a mil in you own shoes {{URL}}	NG
I'm so raw is problem the best song tyga will have anything after that is trash	NG
"""I just got a number 3 I'm a bitch boy"""	NG
I swear bitches is looney I like a pic ...& I'm fucking that bitch😂😂😂	NG
"""You look cute today :)"".. ""Really?!"" Helll no, swerve hoe!"	NG
Someone probably told him 6 God was trash.	OK
There is nothing wrong with Ariana Grande..... Just cause she don't look like hoe.... Y'all gotta a problem...	NG
“@USER: I might fuck around and fuck yo bitch 😈💯😏” eat her ass when your steal her so you'll be a real ass nigga	NG
RT @USER: Waiting 90 days for pussy is like being grounded and looking at all the kids playing outside from your bedroom window.	NG
RT @USER: Soon as your girl see niggas pouring champagne on bitches ass she should want to leave	NG
Fuck dat bitch	NG
@USER Your update for my s3 pretty much broke 4G and made it absolutely annoying and retarded.	NG
@USER fag rhymes with gag.	NG
If you slow down for a puddle you're a bitch	NG
@USER idgaf hoe	NG
This no beef thing is for the birds!!!	OK
@USER 1v1 gun game pussy	NG
#YouWillNotBeTakenSeriouslyIf you're proud to be white trash #KedollarSignHa	NG
Niggaz retweet bitch ass niggaz but won't retweet a real nigga	NG
Winter time walking is no hoe !!! ctfu	NG
youu got wild bitches tellin you lies	NG
Goes ape shit on my ass like nigggga tf you doin😡 i hust saved yo life so i pushed her ass into the the wall then she calmed down again😩😑	NG
RT @USER: Tyrese a baby back bitch! Hope they kill him before Black History Month. #AMCWalkingDead	NG
yay I like when jacob has colored layouts	OK
"was just informed that ""crunk ain't dead ho!""… lol okay sure"	NG
Pierce would've easily drained all these shots with us. He's so trash now smh	OK
Lesson: #NFL is 4 heterosexuals. Wat else do we need besides Michael Sam for us fags to get a clue. Breeders have their thing we have ours	NG
If you got a problem with me bring it up with me before I tense up on yo bitch ass . -.-	NG
"""@USER: 17 missed calls!!!! 😠😡""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle"	NG
@USER you're from a trash can	OK
Told that hoe to suck it up, she got lips like rubber ducks	NG
all these bad bitches, man they want the ____	NG
RT @USER: Thats yo bitch she my bitch too	NG
@USER bird shit aint no joke	NG
"""@USER: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers 😂"""	NG
@USER you fucking pussy	NG
Ronnie Radke's a fucking fag. Fronz owns his ass.	NG
lmaoooooo eat that goal faggot @USER	NG
“@USER I survived swine flu, bird flu, west nile and the Bloomberg administration. I'll be fine”the abortion survival. Cant 4get that	OK
It's summer bitches.	NG
Ungrateful bitches never happy how u not happy? What u mean u ain't happy? #youngjefe!	NG
RT @USER: choke on a cactus, bitch.	NG
Laat Zihni Ozdil met rust jullie gemene trollen, hoe durven jullie zijn mening in twijfel te nemen! Zijn zegje is wet en*kuch**kuch*. .water	OK
@USER @USER Camels, ostriches and zebras! See you at the races! #VCCamelRaces	OK
“@USER: A relationship is only made for two.. but some bitches don't know how to count.”amen to that!	NG
RT @USER: RT @USER: Most trash Halloween candy of all time. Don't debate me on this {{URL}}	OK
This dumb Berk drives in circles through town on his bright yellow cycle with music blaring incredibly… {{URL}}	OK
"@USER ""I'm gonna nip you right in the bud!"""	OK
RT @USER: Ebola not scary at all while yall worried about Ebola ima b getting hoes	NG
I'm going to the movies this weekend, by myself. No BFFL, no bitch, no nigga, just me... #Solo	NG
@USER lol Avila... It's simple, but I live in a pretty redneck area.. So it never gets pronounced correctly	NG
S/O to this hoe tonight ol hating ass {{URL}}	NG
remember going out to actually freak a bitch? yeah that vibe is back.	NG
I mean if she a cunt, then she a cunt. It happens.	NG
""" So hoes that smoke are losers ? "" yea ... go on IG"	NG
@USER don't let idiots that can't even spell retarded get you down.	NG
RT @USER: Note about 300÷30 days in a month, these hoes selling pussy for $10 a pop lol. {{URL}}	NG
Too much makeup so trash..	OK
@USER unfortunately you are correct sir , still eat shit and die though ....bitch :)	NG
@USER 😂 nah bitch u addicted to spazzin fasho fuc molly tht shit happend 1 time and lean scarce so stfu hoe ass go spazz on sum thot	NG
@USER what a smelly hater bitch	NG
Lol petty ass RT @USER: Lmmfaooooo @USER a hoe 😂😂😂 {{URL}}	NG
RT @USER: Hahahaha he missed the shit out that hoe!!!!!!!!!! #Houston Texans	NG
@USER wtf u think u ole pussy ass nigga	NG
California has gangs because California is trash.	OK
@USER how about I just fuck you right in the pussy	NG
"@USER ""she's wearing the same shirt, what a bitch."""	NG
@USER faggot	NG
Remember when I said Uchiha’s are faggots? This week Sasuke reaffirms that with flying colors.	NG
@USER Stink should shut his hole & just perform his tricks like a good trained monkey	OK
U think them nigs u with is with u?	NG
I'm a hoe for that 😭😭😭😭😭😂😂😂😂😂	NG
You mad cuz she fucking on ya enemy? She wins Cuz you letting that shit fuck with you. You can't control these hoes, why stress?	NG
RT @USER: Week from Thursday might be the last #Yankees game to look forward to in a while. If nothing else Jeter deserves that night …	OK
That Larry the cucumber tweet is funny af.. But it's a bit much to RT you young bitches might cry😂😂😂	NG
RT @USER: Everytime I see Nelson Agholor make a play I want to puke. Kid should've been a gator. Thanks Charlie Cheeseburger.	OK
@USER lets fuck hawt bitches at Foam and Glow?😏	NG
@USER @USER @USER @USER @USER @USER I'm coming bitches.	NG
RT @USER: Me & Wes in this bitch dead	NG
@USER 😂😂 my fault it sound like it fucc nicca	OK
RT @USER: In conclusion, Lois Lerner is a giant bitch.	NG
RT @USER: Cause lord know if another bitch call yo nigga handsome and he entertain it ALL HELL gonna break loose...	NG
"RT @USER: bitch you love every team but the US lol RT""@USER: This is the game I've been waiting for! I sincerely LOVE both of these…"	NG
RT @USER: @USER ima beat yo lil young ass quick plyin hoe👊😂😂	NG
Omfg this tattoo hurts like a bitch #Painful	NG
"""Yo bitch on the horn. Tryna shoot a porn."" - @USER That's T shirt worthy Tony"	NG
RT @USER: @USER looked like Princess Bella in that yellow dress👸👸	OK
@USER bitch Boy	NG
RT @USER: This height shit aint cute at all. Yall some dumb hoes going out in public looking like Jack and the bean stalk. 😂 http://…	NG
girls will hoe just as the sun will shine	NG
Dad brought me home a watermelon eegee, but I don't like it so it's going in the trash 🚮	OK
niggas need to learn to ride for there homies, not for the crew hoes smfh.	NG
Pussy gotta be trash RT @USER: Her love life is so sad lol RT @USER: im so glad khloe k dumped french's ghetto ass	NG
@USER fuck them bitches I hope Navy beat em THIS week. @USER @USER	NG
RT @USER: recent studies have shown that ur a lil bitch	NG
He called me a bitch. And he said he was changing? Do you call that changing? I don't think so. How about you go fuck yourself. #pissed	NG
TRUST ME #Seattle> WE GIVE #Thanksgiving it's DUE> A huge, flightless bird? Dream come true for European bird eaters.......	OK
RT @USER: let's play a game called stop being a lil bitch	NG
@USER get that degree first bitch	NG
@USER I gotta find them I know Cali got them hoes	NG
RT @USER: @USER this bitch think look like Rihanna ? 😂😂😂😭😭😭 {{URL}}	NG
RT @USER: It ain't nothing to cut that bitch off.	NG
@USER @USER @USER @USER Given the rickety slant of that roof I'd say more like Pizza Shanty	OK
RT @USER: @USER pussy	NG
@USER hey, do you have that screen shot of djk's wiki page being updated regarding the trash can incident?	OK
Sombody bring me some pussy	NG
@USER with your height, yeah. Chunky bitch	NG
@USER bro this bitch really stood there and was like you gonna give me my penny?	NG
"RT @USER: ""@USER: What the fuck was wrong with me? Thinking I can wife this hoe.😂""👐😨😄"	NG
@USER not what I said . I want a DJ to mix the track regardless for their own use ! The video gon be dumb retarded with the reg versi	NG
1X - The yellow tower by Gilbert Claes {{URL}}	OK
"""@USER: People always asking me what I'm mixed with."" She a bad asian bitch lol"	NG
If she a hoe on social media she a hoe in real life too	NG
@USER monkey dong	NG
For about the last hour of getting my stomach tattooed I felt like I was going to puke. God damnit #pussy	NG
RT @USER: When I throw away paperball perfectly into the trash can: {{URL}}	OK
Leave it up to Ronson to make my ass laugh when I'm heated.... Fucking bitch ...	NG
@USER I have something that you don't bitch. Always remember that.	NG
Thing that made me feel old today: Tori Amos is 50.	OK
under my windoowww “@USER: Bleaching your teeth, smiling flash, talking trash, under your breath”	OK
RT @USER: And she's watchin' him with those eyes / And she's makin' him linguine & clams with that body, I just know it!	OK
imma hit the ground work in the pussy  she gone come back everytime	NG
RT @USER: Sharing is not caring .... Back tf up bitch	NG
@USER @USER I can tell from this tweet that you're a twat.	NG
RT @USER: i swear I'm a nice girl, until you do something that pisses me off... then the bitch comes out.	NG
~~Ruffled | Ntac Eileen Dahlia - Beautiful color combination of pink, orange, yellow & white. A Coll {{URL}}	OK
RT @USER: Scientists recently discovered that bitches, do in fact, be trippin'.	NG
RT @USER: Robin Thicke doing too much to get Paula back. That pussy had to have been 🅰1⃣.	NG
RT @USER: YASSSSSSSSSSSSSS!!!! RT @USER: Nothing wrong with Black girls having high dick standards, our pussy bomb nigga!	NG
cheeky lol RT @USER: I want those all black and yellow 95's again... ughh I ♡ those	OK
She even had a hoe name.	NG
RT @USER: Bitch u boutta drown tryna be a hoe “@USER: “@USER: twitpic a NO bra selfie showing nipples” {{URL}}…	NG
That awkward moment when you hold the door for someone and they use the door next to it.. Like bitch you better back the fuck up.	NG
Easy pussy doesn't motivate me	NG
@USER haha pussy	NG
bitch I might b	NG
RT @USER: Tuh! RT @USER: When u plan on going to a party and u don't and u gone on Twitter da next day & see dat that hoe did …	NG
@USER That pup was like, this bitch is AWESOME! Can I go home with YOU?	NG
CAIR Publishes a Hit List for Jihadis {{URL}} via @USER If you are a red blooded #American you may be on the list..	OK
Gave dat bitch da Spirit of the Dragon	NG
RT @USER: When you stuck in the middle of the jungle but see a bad bitch Chillin by the mango tree... {{URL}}	NG
RT @USER: Still waiting for Charlie Baker to take the stage in Swampscott. #wcvb {{URL}}	OK
Eat my dick bitch	NG
RT @USER: I'm gonna rock out with my cock out, and you're gonna jam out with your clam out	NG
spring break bitches	NG
Ha bitch	NG
I'm a bitch now ? Ok.	NG
RT @USER: @USER bitch	NG
@USER  I'm colored. Ain't supposed to be no good influence	NG
Just don't be offended! It's a word, you're just a bitch who's looking for something to bitch about.	NG
@USER You do got alla da hoes..	NG
"RT @USER: ""Seton Catholic where their own students talk trash about how low of a division there football team is in."""	OK
RT @USER: @USER tbh I didn't even mean to mock him but #itstoofuckingeasy	NG
“@USER: @USER @USER you fck like a hoe so no thank you . Ima be classy when I do it 💀” 💀💀💀💀💀💀 bitch I'm dead	NG
Maybe @USER is colored blind with his 'red lines' and all. Tough talk, no walk. #tcot	OK
bitches already twerkin on cinegram, this shit may jus be better than instagram	NG
American culture is stuck to the side of the toilet. Graffiti writers in Europe can create better art without any lowlife trash sex jokes.	OK
Offensive line is trash	OK
' Elza M. Jones Was whipppppppen and drifting last night lol we was tu this ma niggah {{URL}}	NG
Free bird.	OK
I think I killed a chipmunk but that son of a bitch was fast. I need to check my tires.	NG
I gassss on these niggas, I got gas for all these hoes	NG
RT @USER: 20 bitches in the lobby, its plenty bitches in the lobby	NG
RT @USER: Never trust a bitch that try to be a side bitch	NG
I'm not the brightest but i can guess her game a lil and i know how much of attention whores those bitches are	NG
I'm in my bed like half asleep and stuff. But I really want that Oreo coffee coolatta.	OK
Why would you think Common is trash? Tf	OK
@USER bitch I'm done with school	NG
Bitches can't fuck with my bitches they deadly	NG
None of my bitches can stay over	NG
@USER couldn't make it nigga was at the E.R. My bad then my charger for my phone ripped so I can text, I'm on my iPod all ghetto	NG
High then a hoe watching wolf of Wall Street	NG
RT @USER: @USER Lol someone fucking yo bitch?	NG
@USER that nigga spun around in the pussy.	NG
RT @USER: All hoes lie.......	NG
Well they do now haha RT @USER: I just think these bitches are confused. Like i'm wife. #TheyAintKnow?! Lol @USER	NG
Bt dubz, ur best pals bitch about u to me quite often... #stoplivingafuckinglie #hatredisincreasing	NG
I'm 81 and I still eat animal crackers  #EMABiggestFans1D	OK
Your bitch only wanna fuck when you doing something that has nothing to do with her.Like playing video games or watching the game.	NG
@USER how are Yankees games on the radio? Good announcers?	OK
RT @USER: “@USER: Fucking niggas bitches man I'm use to it”	NG
RT @USER: Bitches be like go talk to ya other bitch bitch you is my other bitch	NG
Trapping motherfucker I be Juggin like a bitch catch me up in traffic might be Juggin with yo bitch - @USER	NG
Sometimes I wish I had a cute pet monkey, but then I remember it would probably defecate everywhere, beat me up, and destroy my house.	OK
If you jump someone you're a bitch	NG
Now I seperate from niggas I don't trust niggas that ain't starve wit me and all the bitches I didn't fuc !	NG
“@USER: Everybody entitled to they own opinion tho.” Not that bitch she need to shut up & sit the fuck down	NG
RT @USER: wifey material doesn't come often.. so you better recognize when you have yourself a rider before you end up with a hoe	NG
@USER @USER at least after nearly two decades of complete trash they put out ATYSYC to redeem themselves.	NG
RT @USER: @USER @USER @USER @USER @USER @USER @USER big booty hoe	NG
Lol niccas remember the ginyu force 😂	NG
Lookin like a total swag fag ayeeee	NG
"""@USER: White boy power bitch"" black power bitch"	NG
"RT @USER: Dani Alves uses his new gray hair to talk himself out of a yellow card, telling the referee, ""I am but a humble senior …"	OK
@USER them bitches be smackin	NG
Morning trash {{URL}}	OK
RT @USER: “@USER: “@USER: @USER bitch😂😂😂💀”man that's so cute to me 😂😂😂💀”find a date	NG
"RT @USER: Bet you won't @ em' doe “@USER: ""Hoes gon be hoes"" shut up. You a hoe😂😂👀”"	NG
"Autocorrect makes my ""how's life"" change to hoes life. What the duck."	NG
Only things that calm me down.. pussy and some Cali tree.	NG
#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | amateur pussy player milf close up {{URL}}	NG
ion trust these bitches and ion trust these niggas!!!	NG
RT @USER: Quit hoggin the blunt bitch	NG
RT @USER: Dumb bitch {{URL}}	NG
@USER you women. And when you getting money the hoes gone come so how does that sound gay ? Rather make money anyday	NG
RT @USER: Mahammad was a bitch. Cause I said so. {{URL}}	NG
Y'all saw how mad that little chunky boy was? He wouldn't even let his dad touch him, bruh lmao	OK
"bitch im DEAD!! 💀💀🙈 RT @USER: Them heauxs gon put balloons in a corner & take pics talkin bout ""We in V.I.P""😩"	NG
RT @USER: If u say #blessed u r hashtag lying and r probably unhappy w/ ur life fake bitches lolz😂	NG
RT @USER: Not today, bitch. Not today RT @USER: @USER soooo ur a black feminist. U do know how pointless that i…	NG
I'm crazy poke out your eyes, slit yo clit, you give a shit cuz I'm the shit	NG
RT @USER: Kanye turned a hoe into a housewife and niggas said RIP good girls forever.	NG
@USER bitch I was out dea and your ass was sleep	NG
A miserable bitch is on the docket today. Lois 'Misery' Lerner better get grilled. The ordered harassment was undeniable. #breakherdown #war	NG
RT @USER: Damn faggots.... #tcot {{URL}}	NG
My god mother thinks im a stoner because she has someone watch my tweets lmfao, no ya boy clean as nikki minaj pussy	NG
@USER @USER bitch im always out	NG
A bitch will be quick to get mad if they have to write and essay, but go post 1,000 tweets with ease.	NG
If your parents let you drink underage, they're fucking retarded and so are you.	NG
' She drippen vanillaaaaa , she know I'm the pussy killaaaa 󾭛󾌬 .	NG
Niggaz been making trash lately. Well not everybody but some lol	NG
RT @USER: I wonder if the hoes are gonna give Halloween back to the children this year…	NG
I'm dracula bitch, don't got a problem smackin a bitch Kidnap em, attack em with axes n shit	NG
It's pretty much been confirmed that I have the BEST bitch face on the planet.	NG
Chance is trash	OK
RT @USER: @USER @USER Sharpton went from being a big fat snitch to a skinny bitch. Either way, he's nothing but a carni…	NG
"""@USER: does he look like a bitch?"" @USER"	NG
you drove me redneck crazy	NG
Nobody wit me im on all alone shit so dont think im actin funny when im in my zone bitch	NG
@USER If you decide to do Damara, you should make her a gladiola. We have gorgeous rust-colored ones coming up over here.	OK
@USER no that's fucking retarded are you drinking tonight or not?	NG
Sad that girls look up to Kim so much. Like damn she got famous from being a hoe, and making sex tapes. We need to find better role models.	NG
@USER 👈💦 salute a bad bitch	NG
@USER No, Cpt Commando is a hoe and a cocksucker	NG
Goodnight pretty bitches n real niggas fuck da rest	NG
RT @USER: OMG Hahaha best thing you will watch today. Milan Lucic is a crybaby bitch goon. F him and F the Bruins {{URL}}…	NG
About to be 23. Officially an old ass bitch	NG
"RT @USER: Crafty bitches ""@USER: best way to cheat on a test {{URL}}"""	NG
RT @USER: I am so jealous of bitches who can squirt 😒	NG
bitch probably molly'd the 1st nigga that said good mornin' back to her	NG
Them shootas is out at ma grandmama house I ain't been around this bitch ina minute .	NG
and if that's yo bitch then you may have to fight holmezz	NG
#That son of a bitch moment when you turn the radio on and your favorite song is on but its the end of the song	NG
100 mile dead zone radius around Philly...gotta go to NY or DC RT @USER The tri state needs better bitches	NG
@USER the little cunt can just die for all I care!	NG
"Just read this instagram profile ""luv my grls, princesses by birth, bitches by choice"" yeaaah youre cool.. #tryhard #loser"	NG
lmaooooo relax RT @USER: 59-0 on Ya mark bitch ass. Roll Tide! Fuck the state of Texas	NG
I don't hit women but I'd slap tf out a bitch. No close fisted business though that's some cowardly shit.	NG
RT @USER: I hate when bitches twerk to slow songs !!! 😒👊💢	NG
@USER you can't get rid of me that easily bitch	NG
Never give the next bitch an opportunity to prosper off of your name....	NG
RT @USER: If I've offended you, I'm very sorry that you're a lil bitch with no sense of humor.	NG
@USER we gotta find this hoe	NG
Marcus Colston so damn trash.	NG
@USER that spear chucker? Hell no.	NG
@USER @USER @USER @USER this Charlie Z really does need mental help check this out {{URL}}	OK
Hoes gone be hoes but thats none my business !!	NG
“@USER “@USER My brother a faggot””smh	NG
@USER “@USER @USER + That bitch already got past demons in her.Seeding her up just gone fuse more.	NG
@USER @USER like I really want a rafter monkey	OK
"@USER I also recommend 6pack of shiner Bock and 12 hours of brisket duty at ""the pit"" feeding oak coals 😉"	OK
RT @USER: I got all these hoes starin when I walk thru	NG
@USER it's always a white bitch doing something OP lol like they give zero fucks when it comes to dick 😂😂	NG
Rewrite, tinker with it's official language regarding same-sex relationships, divorce, remarriage, etc. But nothing is set in stone at all.	OK
Them women at the bar @ #happyhour are there for your pleasure them old hoes be pure #savages 😂😂😂	NG
@USER sexy bitch	NG
Sharkeisha isn't dead you're all retarded lop	NG
In class still drunk from last night and this broad is doing a presentation on Chipotle, bitch can I live #tease #feedme	NG
Why bitches act like I CAN'T READ or like words don't have a meaning.	NG
